date,ethereum,isPartial
2012-06-11,0.0,False
2012-06-12,0.0,False
2012-06-13,0.0,False
2012-06-14,0.0,False
2012-06-15,73.0,False
2012-06-16,0.0,False
2012-06-17,0.0,False
2012-06-18,0.0,False
2012-06-19,0.0,False
2012-06-20,0.0,False
2012-06-21,34.35294117647059,False
2012-06-22,0.0,False
2012-06-23,0.0,False
2012-06-24,0.0,False
2012-06-25,0.0,False
2012-06-26,0.0,False
2012-06-27,0.0,False
2012-06-28,35.21176470588235,False
2012-06-29,0.0,False
2012-06-30,0.0,False
2012-07-01,0.0,False
2012-07-02,0.0,False
2012-07-03,0.0,False
2012-07-04,0.0,False
2012-07-05,0.0,False
2012-07-06,0.0,False
2012-07-07,0.0,False
2012-07-08,85.88235294117646,False
2012-07-09,0.0,False
2012-07-10,34.35294117647059,False
2012-07-11,0.0,False
2012-07-12,0.0,False
2012-07-13,0.0,False
2012-07-14,0.0,False
2012-07-15,43.8,False
2012-07-16,0.0,False
2012-07-17,0.0,False
2012-07-18,0.0,False
2012-07-19,0.0,False
2012-07-20,0.0,False
2012-07-21,43.8,False
2012-07-22,0.0,False
2012-07-23,0.0,False
2012-07-24,0.0,False
2012-07-25,0.0,False
2012-07-26,0.0,False
2012-07-27,0.0,False
2012-07-28,0.0,False
2012-07-29,42.94117647058823,False
2012-07-30,0.0,False
2012-07-31,0.0,False
2012-08-01,0.0,False
2012-08-02,0.0,False
2012-08-03,36.92941176470588,False
2012-08-04,0.0,False
2012-08-05,0.0,False
2012-08-06,0.0,False
2012-08-07,0.0,False
2012-08-08,0.0,False
2012-08-09,0.0,False
2012-08-10,0.0,False
2012-08-11,0.0,False
2012-08-12,0.0,False
2012-08-13,0.0,False
2012-08-14,0.0,False
2012-08-15,0.0,False
2012-08-16,0.0,False
2012-08-17,0.0,False
2012-08-18,43.8,False
2012-08-19,44.65882352941176,False
2012-08-20,0.0,False
2012-08-21,0.0,False
2012-08-22,0.0,False
2012-08-23,0.0,False
2012-08-24,0.0,False
2012-08-25,0.0,False
2012-08-26,0.0,False
2012-08-27,33.49411764705882,False
2012-08-28,0.0,False
2012-08-29,0.0,False
2012-08-30,0.0,False
2012-08-31,0.0,False
2012-09-01,42.08235294117647,False
2012-09-02,0.0,False
2012-09-03,0.0,False
2012-09-04,0.0,False
2012-09-05,0.0,False
2012-09-06,34.35294117647059,False
2012-09-07,0.0,False
2012-09-08,0.0,False
2012-09-09,0.0,False
2012-09-10,32.63529411764706,False
2012-09-11,0.0,False
2012-09-12,0.0,False
2012-09-13,33.49411764705882,False
2012-09-14,0.0,False
2012-09-15,40.364705882352936,False
2012-09-16,0.0,False
2012-09-17,0.0,False
2012-09-18,0.0,False
2012-09-19,0.0,False
2012-09-20,33.49411764705882,False
2012-09-21,0.0,False
2012-09-22,0.0,False
2012-09-23,0.0,False
2012-09-24,0.0,False
2012-09-25,48.0,False
2012-09-26,0.0,False
2012-09-27,0.0,False
2012-09-28,0.0,False
2012-09-29,0.0,False
2012-09-30,0.0,False
2012-10-01,0.0,False
2012-10-02,0.0,False
2012-10-03,49.0,False
2012-10-04,0.0,False
2012-10-05,0.0,False
2012-10-06,0.0,False
2012-10-07,0.0,False
2012-10-08,0.0,False
2012-10-09,0.0,False
2012-10-10,0.0,False
2012-10-11,0.0,False
2012-10-12,0.0,False
2012-10-13,0.0,False
2012-10-14,0.0,False
2012-10-15,0.0,False
2012-10-16,0.0,False
2012-10-17,0.0,False
2012-10-18,0.0,False
2012-10-19,0.0,False
2012-10-20,0.0,False
2012-10-21,0.0,False
2012-10-22,0.0,False
2012-10-23,46.0,False
2012-10-24,47.0,False
2012-10-25,0.0,False
2012-10-26,0.0,False
2012-10-27,0.0,False
2012-10-28,54.0,False
2012-10-29,0.0,False
2012-10-30,0.0,False
2012-10-31,0.0,False
2012-11-01,0.0,False
2012-11-02,0.0,False
2012-11-03,0.0,False
2012-11-04,0.0,False
2012-11-05,0.0,False
2012-11-06,0.0,False
2012-11-07,0.0,False
2012-11-08,0.0,False
2012-11-09,0.0,False
2012-11-10,55.0,False
2012-11-11,54.0,False
2012-11-12,46.0,False
2012-11-13,92.0,False
2012-11-14,0.0,False
2012-11-15,0.0,False
2012-11-16,0.0,False
2012-11-17,0.0,False
2012-11-18,54.0,False
2012-11-19,0.0,False
2012-11-20,46.0,False
2012-11-21,0.0,False
2012-11-22,0.0,False
2012-11-23,0.0,False
2012-11-24,0.0,False
2012-11-25,53.0,False
2012-11-26,0.0,False
2012-11-27,0.0,False
2012-11-28,0.0,False
2012-11-29,0.0,False
2012-11-30,0.0,False
2012-12-01,0.0,False
2012-12-02,53.0,False
2012-12-03,0.0,False
2012-12-04,0.0,False
2012-12-05,0.0,False
2012-12-06,46.0,False
2012-12-07,0.0,False
2012-12-08,0.0,False
2012-12-09,52.0,False
2012-12-10,0.0,False
2012-12-11,0.0,False
2012-12-12,0.0,False
2012-12-13,0.0,False
2012-12-14,0.0,False
2012-12-15,0.0,False
2012-12-16,0.0,False
2012-12-17,0.0,False
2012-12-18,0.0,False
2012-12-19,0.0,False
2012-12-20,0.0,False
2012-12-21,0.0,False
2012-12-22,0.0,False
2012-12-23,0.0,False
2012-12-24,0.0,False
2012-12-25,0.0,False
2012-12-26,0.0,False
2012-12-27,48.0,False
2012-12-28,0.0,False
2012-12-29,0.0,False
2012-12-30,0.0,False
2012-12-31,0.0,False
2013-01-01,0.0,False
2013-01-02,0.0,False
2013-01-03,0.0,False
2013-01-04,0.0,False
2013-01-05,0.0,False
2013-01-06,0.0,False
2013-01-07,0.0,False
2013-01-08,0.0,False
2013-01-09,0.0,False
2013-01-10,0.0,False
2013-01-11,0.0,False
2013-01-12,0.0,False
2013-01-13,0.0,False
2013-01-14,42.0,False
2013-01-15,0.0,False
2013-01-16,0.0,False
2013-01-17,0.0,False
2013-01-18,44.0,False
2013-01-19,0.0,False
2013-01-20,49.0,False
2013-01-21,43.0,False
2013-01-22,0.0,False
2013-01-23,0.0,False
2013-01-24,0.0,False
2013-01-25,0.0,False
2013-01-26,50.0,False
2013-01-27,0.0,False
2013-01-28,0.0,False
2013-01-29,42.0,False
2013-01-30,0.0,False
2013-01-31,0.0,False
2013-02-01,45.0,False
2013-02-02,100.0,False
2013-02-03,0.0,False
2013-02-04,0.0,False
2013-02-05,0.0,False
2013-02-06,0.0,False
2013-02-07,0.0,False
2013-02-08,0.0,False
2013-02-09,0.0,False
2013-02-10,0.0,False
2013-02-11,0.0,False
2013-02-12,0.0,False
2013-02-13,0.0,False
2013-02-14,0.0,False
2013-02-15,0.0,False
2013-02-16,0.0,False
2013-02-17,0.0,False
2013-02-18,0.0,False
2013-02-19,0.0,False
2013-02-20,43.0,False
2013-02-21,0.0,False
2013-02-22,44.0,False
2013-02-23,0.0,False
2013-02-24,0.0,False
2013-02-25,0.0,False
2013-02-26,0.0,False
2013-02-27,0.0,False
2013-02-28,0.0,False
2013-03-01,44.0,False
2013-03-02,0.0,False
2013-03-03,0.0,False
2013-03-04,0.0,False
2013-03-05,0.0,False
2013-03-06,41.0,False
2013-03-07,42.0,False
2013-03-08,44.0,False
2013-03-09,0.0,False
2013-03-10,0.0,False
2013-03-11,0.0,False
2013-03-12,0.0,False
2013-03-13,0.0,False
2013-03-14,0.0,False
2013-03-15,0.0,False
2013-03-16,0.0,False
2013-03-17,0.0,False
2013-03-18,0.0,False
2013-03-19,0.0,False
2013-03-20,0.0,False
2013-03-21,0.0,False
2013-03-22,0.0,False
2013-03-23,0.0,False
2013-03-24,48.0,False
2013-03-25,0.0,False
2013-03-26,0.0,False
2013-03-27,0.0,False
2013-03-28,44.0,False
2013-03-29,0.0,False
2013-03-30,52.0,False
2013-03-31,0.0,False
2013-04-01,0.0,False
2013-04-02,0.0,False
2013-04-03,0.0,False
2013-04-04,0.0,False
2013-04-05,0.0,False
2013-04-06,0.0,False
2013-04-07,0.0,False
2013-04-08,81.0,False
2013-04-09,0.0,False
2013-04-10,0.0,False
2013-04-11,0.0,False
2013-04-12,0.0,False
2013-04-13,0.0,False
2013-04-14,0.0,False
2013-04-15,0.0,False
2013-04-16,0.0,False
2013-04-17,0.0,False
2013-04-18,0.0,False
2013-04-19,0.0,False
2013-04-20,0.0,False
2013-04-21,0.0,False
2013-04-22,0.0,False
2013-04-23,41.0,False
2013-04-24,0.0,False
2013-04-25,0.0,False
2013-04-26,44.0,False
2013-04-27,50.0,False
2013-04-28,0.0,False
2013-04-29,0.0,False
2013-04-30,0.0,False
2013-05-01,0.0,False
2013-05-02,0.0,False
2013-05-03,0.0,False
2013-05-04,0.0,False
2013-05-05,0.0,False
2013-05-06,42.0,False
2013-05-07,0.0,False
2013-05-08,0.0,False
2013-05-09,0.0,False
2013-05-10,0.0,False
2013-05-11,0.0,False
2013-05-12,0.0,False
2013-05-13,0.0,False
2013-05-14,0.0,False
2013-05-15,0.0,False
2013-05-16,0.0,False
2013-05-17,0.0,False
2013-05-18,0.0,False
2013-05-19,50.0,False
2013-05-20,0.0,False
2013-05-21,0.0,False
2013-05-22,0.0,False
2013-05-23,0.0,False
2013-05-24,0.0,False
2013-05-25,50.0,False
2013-05-26,0.0,False
2013-05-27,42.0,False
2013-05-28,41.0,False
2013-05-29,0.0,False
2013-05-30,42.0,False
2013-05-31,0.0,False
2013-06-01,0.0,False
2013-06-02,0.0,False
2013-06-03,41.0,False
2013-06-04,0.0,False
2013-06-05,41.0,False
2013-06-06,0.0,False
2013-06-07,0.0,False
2013-06-08,0.0,False
2013-06-09,0.0,False
2013-06-10,0.0,False
2013-06-11,0.0,False
2013-06-12,0.0,False
2013-06-13,41.0,False
2013-06-14,0.0,False
2013-06-15,0.0,False
2013-06-16,0.0,False
2013-06-17,0.0,False
2013-06-18,0.0,False
2013-06-19,0.0,False
2013-06-20,0.0,False
2013-06-21,0.0,False
2013-06-22,0.0,False
2013-06-23,0.0,False
2013-06-24,0.0,False
2013-06-25,0.0,False
2013-06-26,0.0,False
2013-06-27,0.0,False
2013-06-28,44.0,False
2013-06-29,0.0,False
2013-06-30,0.0,False
2013-07-01,0.0,False
2013-07-02,42.0,False
2013-07-03,0.0,False
2013-07-04,0.0,False
2013-07-05,0.0,False
2013-07-06,53.0,False
2013-07-07,53.0,False
2013-07-08,42.0,False
2013-07-09,42.0,False
2013-07-10,0.0,False
2013-07-11,0.0,False
2013-07-12,0.0,False
2013-07-13,0.0,False
2013-07-14,0.0,False
2013-07-15,0.0,False
2013-07-16,43.0,False
2013-07-17,0.0,False
2013-07-18,0.0,False
2013-07-19,44.0,False
2013-07-20,0.0,False
2013-07-21,0.0,False
2013-07-22,42.0,False
2013-07-23,0.0,False
2013-07-24,0.0,False
2013-07-25,0.0,False
2013-07-26,0.0,False
2013-07-27,0.0,False
2013-07-28,0.0,False
2013-07-29,0.0,False
2013-07-30,0.0,False
2013-07-31,0.0,False
2013-08-01,0.0,False
2013-08-02,44.0,False
2013-08-03,52.0,False
2013-08-04,0.0,False
2013-08-05,0.0,False
2013-08-06,0.0,False
2013-08-07,0.0,False
2013-08-08,0.0,False
2013-08-09,0.0,False
2013-08-10,0.0,False
2013-08-11,0.0,False
2013-08-12,0.0,False
2013-08-13,0.0,False
2013-08-14,0.0,False
2013-08-15,0.0,False
2013-08-16,0.0,False
2013-08-17,0.0,False
2013-08-18,0.0,False
2013-08-19,42.0,False
2013-08-20,0.0,False
2013-08-21,0.0,False
2013-08-22,0.0,False
2013-08-23,0.0,False
2013-08-24,100.0,False
2013-08-25,0.0,False
2013-08-26,0.0,False
2013-08-27,0.0,False
2013-08-28,0.0,False
2013-08-29,0.0,False
2013-08-30,0.0,False
2013-08-31,0.0,False
2013-09-01,49.0,False
2013-09-02,0.0,False
2013-09-03,0.0,False
2013-09-04,0.0,False
2013-09-05,0.0,False
2013-09-06,0.0,False
2013-09-07,0.0,False
2013-09-08,0.0,False
2013-09-09,0.0,False
2013-09-10,0.0,False
2013-09-11,0.0,False
2013-09-12,40.0,False
2013-09-13,41.0,False
2013-09-14,0.0,False
2013-09-15,0.0,False
2013-09-16,0.0,False
2013-09-17,79.0,False
2013-09-18,0.0,False
2013-09-19,79.0,False
2013-09-20,79.0,False
2013-09-21,0.0,False
2013-09-22,0.0,False
2013-09-23,0.0,False
2013-09-24,0.0,False
2013-09-25,79.0,False
2013-09-26,0.0,False
2013-09-27,0.0,False
2013-09-28,0.0,False
2013-09-29,0.0,False
2013-09-30,0.0,False
2013-10-01,0.0,False
2013-10-02,0.0,False
2013-10-03,0.0,False
2013-10-04,0.0,False
2013-10-05,0.0,False
2013-10-06,0.0,False
2013-10-07,0.0,False
2013-10-08,0.0,False
2013-10-09,0.0,False
2013-10-10,79.0,False
2013-10-11,0.0,False
2013-10-12,92.16666666666666,False
2013-10-13,0.0,False
2013-10-14,0.0,False
2013-10-15,0.0,False
2013-10-16,0.0,False
2013-10-17,0.0,False
2013-10-18,0.0,False
2013-10-19,0.0,False
2013-10-20,0.0,False
2013-10-21,0.0,False
2013-10-22,0.0,False
2013-10-23,0.0,False
2013-10-24,0.0,False
2013-10-25,0.0,False
2013-10-26,92.16666666666666,False
2013-10-27,0.0,False
2013-10-28,72.41666666666666,False
2013-10-29,0.0,False
2013-10-30,0.0,False
2013-10-31,0.0,False
2013-11-01,85.58333333333333,False
2013-11-02,0.0,False
2013-11-03,0.0,False
2013-11-04,0.0,False
2013-11-05,72.41666666666666,False
2013-11-06,0.0,False
2013-11-07,0.0,False
2013-11-08,79.0,False
2013-11-09,92.16666666666666,False
2013-11-10,0.0,False
2013-11-11,0.0,False
2013-11-12,0.0,False
2013-11-13,0.0,False
2013-11-14,0.0,False
2013-11-15,79.0,False
2013-11-16,0.0,False
2013-11-17,0.0,False
2013-11-18,0.0,False
2013-11-19,0.0,False
2013-11-20,0.0,False
2013-11-21,0.0,False
2013-11-22,0.0,False
2013-11-23,0.0,False
2013-11-24,85.58333333333333,False
2013-11-25,0.0,False
2013-11-26,0.0,False
2013-11-27,0.0,False
2013-11-28,0.0,False
2013-11-29,0.0,False
2013-11-30,0.0,False
2013-12-01,164.58333333333331,False
2013-12-02,0.0,False
2013-12-03,0.0,False
2013-12-04,72.41666666666666,False
2013-12-05,0.0,False
2013-12-06,0.0,False
2013-12-07,0.0,False
2013-12-08,85.58333333333333,False
2013-12-09,144.83333333333331,False
2013-12-10,72.41666666666666,False
2013-12-11,0.0,False
2013-12-12,0.0,False
2013-12-13,0.0,False
2013-12-14,0.0,False
2013-12-15,0.0,False
2013-12-16,0.0,False
2013-12-17,0.0,False
2013-12-18,0.0,False
2013-12-19,0.0,False
2013-12-20,0.0,False
2013-12-21,0.0,False
2013-12-22,0.0,False
2013-12-23,0.0,False
2013-12-24,0.0,False
2013-12-25,0.0,False
2013-12-26,85.58333333333333,False
2013-12-27,0.0,False
2013-12-28,0.0,False
2013-12-29,0.0,False
2013-12-30,0.0,False
2013-12-31,92.16666666666666,False
2014-01-01,0.0,False
2014-01-02,79.0,False
2014-01-03,0.0,False
2014-01-04,0.0,False
2014-01-05,0.0,False
2014-01-06,0.0,False
2014-01-07,0.0,False
2014-01-08,0.0,False
2014-01-09,0.0,False
2014-01-10,151.41666666666666,False
2014-01-11,0.0,False
2014-01-12,85.58333333333333,False
2014-01-13,0.0,False
2014-01-14,72.41666666666666,False
2014-01-15,72.41666666666666,False
2014-01-16,72.41666666666666,False
2014-01-17,0.0,False
2014-01-18,342.3333333333333,False
2014-01-19,0.0,False
2014-01-20,144.83333333333331,False
2014-01-21,72.41666666666666,False
2014-01-22,0.0,False
2014-01-23,0.0,False
2014-01-24,217.25,False
2014-01-25,85.58333333333333,False
2014-01-26,0.0,False
2014-01-27,138.25,False
2014-01-28,276.5,False
2014-01-29,421.3333333333333,False
2014-01-30,355.5,False
2014-01-31,223.83333333333331,False
2014-02-01,335.75,False
2014-02-02,164.58333333333331,False
